dataset	algorithm	proc	n_edges	GS_src	n_TFs	pred_TFs
jackson_GSE125162	MERLIN	normalized	5000	yeast_chipunion	18	YBL021C,YDR043C,YDR146C,YDR253C,YEL009C,YHL020C,YIL131C,YIR017C,YIR033W,YJL089W,YKL109W,YKL185W,YLR131C,YLR223C,YNL068C,YNL314W,YOR028C,YPL089C
jackson_GSE125162	MERLIN	normalized	10000	yeast_chipunion	21	YBL021C,YDR146C,YDR216W,YDR253C,YEL009C,YER111C,YIL131C,YIR017C,YIR033W,YKL043W,YKL109W,YKL185W,YLR131C,YLR223C,YLR256W,YMR280C,YNL068C,YNL309W,YNL314W,YOR028C,YPL089C
jackson_GSE125162	MERLIN	normalized	50000	yeast_chipunion	22	YBL021C,YDR043C,YDR146C,YDR216W,YDR253C,YEL009C,YER040W,YER111C,YER169W,YIL131C,YIR017C,YKL043W,YKL109W,YKL185W,YLR131C,YLR223C,YMR016C,YMR280C,YNL068C,YNL309W,YNL314W,YOR028C
jackson_GSE125162	MERLIN	normalized	5000	yeast_KDUnion	25	YDL020C,YDL048C,YDR096W,YDR123C,YDR146C,YDR253C,YEL009C,YGL166W,YGL209W,YHL020C,YIL101C,YIR017C,YIR033W,YJL110C,YKL062W,YKL109W,YKL112W,YKL185W,YKR034W,YLR131C,YMR280C,YOL108C,YOR344C,YPL089C,YPR065W
jackson_GSE125162	MERLIN	normalized	10000	yeast_KDUnion	29	YDL020C,YDL048C,YDR043C,YDR096W,YDR146C,YDR216W,YDR253C,YEL009C,YGL166W,YGL209W,YGR063C,YHL020C,YIL036W,YIL101C,YIL131C,YIR017C,YIR033W,YJL110C,YKL062W,YKL109W,YKL185W,YKR034W,YLR131C,YMR021C,YMR280C,YNL068C,YOR344C,YPL089C,YPR065W
jackson_GSE125162	MERLIN	normalized	50000	yeast_KDUnion	43	YBR066C,YDL020C,YDL048C,YDR096W,YDR123C,YDR146C,YDR216W,YDR253C,YDR477W,YEL009C,YER040W,YER111C,YER130C,YER169W,YGL035C,YGL073W,YGL166W,YGR063C,YHL020C,YHL027W,YIL036W,YIL101C,YIL131C,YIR017C,YJL110C,YKL062W,YKL109W,YKL185W,YKR034W,YLR131C,YLR256W,YML007W,YMR016C,YMR042W,YMR043W,YMR280C,YNL068C,YNL216W,YOR290C,YOR344C,YPL089C,YPR065W,YPR199C
jackson_GSE125162	MERLIN	normalized	5000	yeast_chipunion_KDUnion_intersect	9	YDR146C,YDR216W,YDR253C,YEL009C,YIR033W,YKL109W,YLR131C,YNL068C,YPL089C
jackson_GSE125162	MERLIN	normalized	10000	yeast_chipunion_KDUnion_intersect	14	YDR146C,YDR216W,YDR253C,YEL009C,YER040W,YER111C,YIL131C,YIR033W,YJL110C,YKL109W,YLR131C,YMR280C,YNL068C,YPL089C
jackson_GSE125162	MERLIN	normalized	50000	yeast_chipunion_KDUnion_intersect	11	YDR146C,YDR216W,YEL009C,YER040W,YIL131C,YIR033W,YKL109W,YLR131C,YMR016C,YNL068C,YNL216W
gasch_GSE102475	pearson	normalized	5000	hu	2	YLR403W,YOR028C
gasch_GSE102475	pearson	normalized	10000	hu	4	YGL166W,YIL036W,YLR403W,YOR028C
gasch_GSE102475	pearson	normalized	50000	hu	4	YGL073W,YIL036W,YLR403W,YOR028C
gasch_GSE102475	pearson	normalized	5000	mac2	3	YDR146C,YLR182W,YLR403W
gasch_GSE102475	pearson	normalized	10000	mac2	5	YDR146C,YLR131C,YLR182W,YLR403W,YMR037C
gasch_GSE102475	pearson	normalized	50000	mac2	1	YMR037C
gasch_GSE102475	pearson	normalized	5000	yeastract_c3	3	YDR146C,YLR223C,YMR037C
gasch_GSE102475	pearson	normalized	10000	yeastract_c3	3	YDR146C,YLR223C,YMR037C
gasch_GSE102475	pearson	normalized	50000	yeastract_c3	3	YLR223C,YLR403W,YMR037C
gasch_GSE102475	pearson	normalized	5000	yeastract_t2	4	YDR146C,YLR223C,YLR403W,YMR037C
gasch_GSE102475	pearson	normalized	10000	yeastract_t2	5	YDR146C,YLR223C,YLR403W,YMR016C,YMR037C
gasch_GSE102475	pearson	normalized	50000	yeastract_t2	4	YDR146C,YLR223C,YLR403W,YMR037C
gasch_GSE102475	pearson	normalized	5000	yeast_chipunion	3	YLR223C,YLR403W,YMR037C
gasch_GSE102475	pearson	normalized	10000	yeast_chipunion	5	YDR146C,YLR182W,YLR223C,YLR403W,YMR037C
gasch_GSE102475	pearson	normalized	50000	yeast_chipunion	8	YDR146C,YDR423C,YLR131C,YLR182W,YLR223C,YLR403W,YMR016C,YMR037C
gasch_GSE102475	pearson	normalized	5000	yeast_KDUnion	6	YDR096W,YEL009C,YIL101C,YML007W,YMR037C,YOR028C
gasch_GSE102475	pearson	normalized	10000	yeast_KDUnion	11	YDL020C,YDR096W,YEL009C,YGL166W,YGL197W,YIL036W,YIL101C,YLR403W,YML007W,YMR037C,YOR028C
gasch_GSE102475	pearson	normalized	50000	yeast_KDUnion	24	YBR083W,YDL020C,YDR096W,YDR146C,YDR463W,YEL009C,YGL073W,YGL166W,YHL027W,YHR006W,YIL036W,YIL101C,YLR113W,YLR131C,YLR223C,YLR256W,YLR403W,YML007W,YMR016C,YMR037C,YMR043W,YOR028C,YPL038W,YPL075W
gasch_GSE102475	pearson	normalized	5000	yeast_chipunion_KDUnion_intersect	2	YLR403W,YMR037C
gasch_GSE102475	pearson	normalized	10000	yeast_chipunion_KDUnion_intersect	4	YDR146C,YLR403W,YMR016C,YMR037C
gasch_GSE102475	pearson	normalized	50000	yeast_chipunion_KDUnion_intersect	2	YLR403W,YPR104C
han_GSE107552	pearson	normalized	5000	hESC_encodechip	10	BCL11A,CHD1,CHD7,EGR1,JUN,JUND,MYC,NANOG,POU5F1,TCF12
han_GSE107552	pearson	normalized	10000	hESC_encodechip	15	BCL11A,CHD1,CHD7,EGR1,JUN,JUND,MYC,NANOG,POU5F1,RXRA,SAP30,SP1,TBP,TCF12,TEAD4
han_GSE107552	pearson	normalized	50000	hESC_encodechip	26	BCL11A,CEBPB,CHD1,CHD7,CTBP2,EGR1,EP300,EZH2,HDAC2,JUN,JUND,MAX,MYC,NANOG,POU5F1,REST,RXRA,SAP30,SP1,SRF,TAF1,TAF7,TBP,TCF12,TEAD4,YY1
han_GSE107552	pearson	normalized	5000	hESC_escapechip	9	CDX2,E2F4,KLF4,KLF5,NANOG,POU5F1,PRDM14,SOX2,TBX3
han_GSE107552	pearson	normalized	10000	hESC_escapechip	16	CDX2,E2F4,MYC,NANOG,NR0B1,PHC1,POU5F1,PRDM14,SALL4,SOX17,SOX2,STAT3,TBX3,TCF3,TRIM28,ZFP42
han_GSE107552	pearson	normalized	50000	hESC_escapechip	19	CDX2,CHD7,E2F4,EZH2,KLF4,KLF5,MAX,MYC,NANOG,PHC1,POU5F1,PRDM14,SALL4,SOX17,SOX2,STAT3,TBX3,TCF3,ZIC3
han_GSE107552	pearson	normalized	5000	hESC_chipunion	14	BCL11A,CDX2,CHD7,E2F4,EGR1,JUN,JUND,KLF4,NANOG,POU5F1,PRDM14,SOX2,TBX3,TEAD4
han_GSE107552	pearson	normalized	10000	hESC_chipunion	19	BCL11A,CDX2,CHD1,CHD7,E2F4,EGR1,JUN,JUND,KLF4,KLF5,MYC,NANOG,POU5F1,PRDM14,SOX2,TBX3,TCF12,TEAD4,ZFP42
han_GSE107552	pearson	normalized	50000	hESC_chipunion	41	BCL11A,CDX2,CEBPB,CHD1,CHD7,E2F4,EGR1,EP300,EZH2,HDAC2,JARID2,JUN,JUND,KLF4,KLF5,MAX,MYC,NANOG,PHC1,POLR2A,POU5F1,PRDM14,REST,RXRA,SALL4,SAP30,SOX17,SOX2,SP1,SRF,STAT3,TAF1,TAF7,TBP,TBX3,TCF12,TCF3,TEAD4,YY1,ZFP42,ZIC3
han_GSE107552	pearson	normalized	5000	hESC_logof	14	EOMES,GATA3,JARID2,KLF5,MEF2C,NANOG,OTX2,POU5F1,PRDM14,SMAD7,SOX17,SOX2,TBX3,ZFP42
han_GSE107552	pearson	normalized	10000	hESC_logof	16	EOMES,GATA3,JARID2,KLF5,NANOG,NRIP1,OTX2,POU5F1,PRDM14,SALL4,SMAD7,SOX17,SOX2,SUZ12,TBX3,ZFP42
han_GSE107552	pearson	normalized	50000	hESC_logof	19	ASCL1,EOMES,GATA3,JARID2,KLF5,MSC,NANOG,NRIP1,OTX2,POU5F1,PRDM14,SMAD1,SOX2,SOX9,SUZ12,T,TBX3,ZFP42,ZFX
han_GSE107552	pearson	normalized	5000	hESC_nishiyama	9	ATF3,FOSL2,GATA2,GATA3,HNF4A,JUN,OTX2,POU5F1,SOX2
han_GSE107552	pearson	normalized	10000	hESC_nishiyama	16	ATF3,CDX2,EOMES,FOSL2,GATA2,GATA3,HESX1,HNF4A,JUN,NANOG,OTX2,POU5F1,SMAD7,SOX2,SOX7,STAT3
han_GSE107552	pearson	normalized	50000	hESC_nishiyama	26	ATF3,CDX2,EOMES,ETS1,FOSL2,FOXA1,FOXC1,GATA2,GATA3,HNF4A,HOXA2,HOXA9,JUN,NANOG,NR2F1,NR2F2,NRIP1,OTX2,POU5F1,RXRA,SMAD7,SOX2,SOX7,STAT3,T,ZIC1
han_GSE107552	pearson	normalized	5000	hESC_KDUnion	15	ATF3,CDX2,FOSL2,GATA2,GATA3,HNF4A,JUN,MEF2C,NANOG,OTX2,POU5F1,SOX11,SOX2,SOX9,TBX3
han_GSE107552	pearson	normalized	10000	hESC_KDUnion	22	ATF3,CDX2,EOMES,FOSL2,GATA2,GATA3,HESX1,HNF4A,HOXA2,JARID2,JUN,KLF5,NANOG,OTX2,POU5F1,PRDM14,SMAD6,SMAD7,SOX2,SOX7,TBX3,ZFP42
han_GSE107552	pearson	normalized	50000	hESC_KDUnion	33	ASCL1,ATF3,CDX2,EOMES,ETS1,FOSL2,FOXA1,FOXC1,GATA2,GATA3,HNF4A,HOXA2,HOXA9,JARID2,JUN,KLF5,NANOG,NR2F1,NR2F2,NRIP1,OTX2,POU5F1,PRDM14,SMAD7,SOX2,SOX7,SOX9,SUZ12,T,TBX3,ZFP42,ZFX,ZIC1
han_GSE107552	pearson	normalized	5000	hESC_chipunion_KDUnion_intersect	5	JUN,NANOG,POU5F1,SOX17,TBX3
han_GSE107552	pearson	normalized	10000	hESC_chipunion_KDUnion_intersect	8	CDX2,JUN,KLF4,NANOG,POU5F1,PRDM14,SOX17,TBX3
han_GSE107552	pearson	normalized	50000	hESC_chipunion_KDUnion_intersect	4	JUN,POU5F1,PRDM14,SUZ12
han_GSE107552	pearson	normalized	5000	hESC_lit	0	NA
han_GSE107552	pearson	normalized	10000	hESC_lit	0	NA
han_GSE107552	pearson	normalized	50000	hESC_lit	0	NA
sridharan_A2S	pearson	normalized	5000	mESC_escapechip	11	E2f4,Esrrb,Klf2,Klf5,Mycn,Nanog,Nr0b1,Pou5f1,Sall4,Sox2,Zic3
sridharan_A2S	pearson	normalized	10000	mESC_escapechip	13	E2f4,Esrrb,Klf2,Klf4,Klf5,Nanog,Nr0b1,Pou5f1,Sall4,Sox2,Zfp281,Zfp42,Zic3
sridharan_A2S	pearson	normalized	50000	mESC_escapechip	19	Chd1,E2f4,Esrrb,Klf2,Klf4,Klf5,Myc,Mycn,Nanog,Nr0b1,Pou5f1,Prdm14,Sall4,Sox2,Tbx3,Yy1,Zfp281,Zfx,Zic3
sridharan_A2S	pearson	normalized	5000	mESC_encodechip	0	NA
sridharan_A2S	pearson	normalized	10000	mESC_encodechip	0	NA
sridharan_A2S	pearson	normalized	50000	mESC_encodechip	0	NA
sridharan_A2S	pearson	normalized	5000	mESC_chipunion	11	E2f4,Esrrb,Klf2,Klf5,Mycn,Nanog,Nr0b1,Pou5f1,Sall4,Sox2,Zic3
sridharan_A2S	pearson	normalized	10000	mESC_chipunion	13	E2f4,Esrrb,Klf2,Klf4,Klf5,Nanog,Nr0b1,Pou5f1,Sall4,Sox2,Zfp281,Zfp42,Zic3
sridharan_A2S	pearson	normalized	50000	mESC_chipunion	19	Chd1,E2f4,Esrrb,Klf2,Klf4,Klf5,Myc,Mycn,Nanog,Nr0b1,Pou5f1,Prdm14,Sall4,Sox2,Tbx3,Yy1,Zfp281,Zfx,Zic3
sridharan_A2S	pearson	normalized	5000	mESC_logof	7	Esrrb,Jarid2,Nanog,Pou5f1,Sall4,Sox2,Suz12
sridharan_A2S	pearson	normalized	10000	mESC_logof	13	Esrrb,Jarid2,Klf4,Nanog,Nr0b1,Otx2,Pou5f1,Sall4,Sox2,Sox9,Suz12,Zfp281,Zfp42
sridharan_A2S	pearson	normalized	50000	mESC_logof	16	Esrrb,Gata3,Jarid2,Klf4,Myc,Nanog,Nr0b1,Pou5f1,Sall4,Smad7,Sox2,Sox9,Suz12,Tbx3,Zfp281,Zfp42
sridharan_A2S	pearson	normalized	5000	mESC_nishiyama	8	Esrrb,Fosl2,Id1,Jun,Nanog,Pou5f1,Sall4,Sox2
sridharan_A2S	pearson	normalized	10000	mESC_nishiyama	12	Dmrt1,Esrrb,Fosl2,Gbx2,Id1,Jun,Mycn,Nanog,Pou5f1,Sall4,Sox2,Tgif1
sridharan_A2S	pearson	normalized	50000	mESC_nishiyama	16	Dmrt1,Esrrb,Fosl2,Foxc1,Gbx2,Id1,Jun,Nanog,Nr2f2,Otx2,Pou5f1,Sall4,Smad6,Sox2,Sox9,Tgif1
sridharan_A2S	pearson	normalized	5000	mESC_KDUnion	9	Esrrb,Fosl2,Id1,Jarid2,Jun,Nanog,Pou5f1,Sall4,Sox2
sridharan_A2S	pearson	normalized	10000	mESC_KDUnion	12	Dmrt1,Esrrb,Fosl2,Gbx2,Jarid2,Jun,Nanog,Pou5f1,Sall4,Sox2,Suz12,Tgif1
sridharan_A2S	pearson	normalized	50000	mESC_KDUnion	23	Dmrt1,Esrrb,Fosl2,Foxc1,Gbx2,Id1,Jarid2,Jun,Klf4,Nanog,Nr0b1,Nr2f2,Otx2,Pou5f1,Sall4,Smad6,Smad7,Sox2,Sox9,Suz12,Tgif1,Zfp281,Zfp42
sridharan_A2S	pearson	normalized	5000	mESC_chipunion_KDUnion_intersect	7	Esrrb,Nanog,Nr0b1,Pou5f1,Sall4,Sox2,Suz12
sridharan_A2S	pearson	normalized	10000	mESC_chipunion_KDUnion_intersect	8	Esrrb,Klf4,Nanog,Nr0b1,Pou5f1,Sall4,Sox2,Suz12
sridharan_A2S	pearson	normalized	50000	mESC_chipunion_KDUnion_intersect	7	Esrrb,Klf4,Nanog,Nr0b1,Pou5f1,Suz12,Tcf3
sridharan_A2S	pearson	normalized	5000	mESC_ATAC_Day4Day6Union	2	Pou5f1,Sox2
sridharan_A2S	pearson	normalized	10000	mESC_ATAC_Day4Day6Union	4	Jun,Nr2f2,Rest,Sox2
sridharan_A2S	pearson	normalized	50000	mESC_ATAC_Day4Day6Union	13	Eomes,Fosl2,Foxj2,Jun,Klf9,Nr5a2,Otx2,Pou5f1,Sox15,Sox2,Sox9,Yy1,Zfx
sridharan_A2S	pearson	normalized	5000	mESC_lit	0	NA
sridharan_A2S	pearson	normalized	10000	mESC_lit	0	NA
sridharan_A2S	pearson	normalized	50000	mESC_lit	0	NA
sridharan_FBS	pearson	normalized	5000	mESC_escapechip	11	E2f4,Esrrb,Klf2,Klf5,Mycn,Nanog,Nr0b1,Pou5f1,Sall4,Sox2,Zic3
sridharan_FBS	pearson	normalized	10000	mESC_escapechip	15	E2f4,Esrrb,Klf2,Klf4,Klf5,Mycn,Nanog,Nr0b1,Pou5f1,Sall4,Sox2,Trim28,Zfp281,Zfp42,Zic3
sridharan_FBS	pearson	normalized	50000	mESC_escapechip	20	Chd1,E2f4,Esrrb,Klf2,Klf4,Klf5,Myc,Mycn,Nanog,Nr0b1,Pou5f1,Sall4,Sox2,Tbx3,Tcf3,Yy1,Zfp281,Zfp42,Zfx,Zic3
sridharan_FBS	pearson	normalized	5000	mESC_encodechip	0	NA
sridharan_FBS	pearson	normalized	10000	mESC_encodechip	0	NA
sridharan_FBS	pearson	normalized	50000	mESC_encodechip	0	NA
sridharan_FBS	pearson	normalized	5000	mESC_chipunion	11	E2f4,Esrrb,Klf2,Klf5,Mycn,Nanog,Nr0b1,Pou5f1,Sall4,Sox2,Zic3
sridharan_FBS	pearson	normalized	10000	mESC_chipunion	15	E2f4,Esrrb,Klf2,Klf4,Klf5,Mycn,Nanog,Nr0b1,Pou5f1,Sall4,Sox2,Trim28,Zfp281,Zfp42,Zic3
sridharan_FBS	pearson	normalized	50000	mESC_chipunion	20	Chd1,E2f4,Esrrb,Klf2,Klf4,Klf5,Myc,Mycn,Nanog,Nr0b1,Pou5f1,Sall4,Sox2,Tbx3,Tcf3,Yy1,Zfp281,Zfp42,Zfx,Zic3
sridharan_FBS	pearson	normalized	5000	mESC_logof	8	Esrrb,Id1,Jarid2,Nanog,Otx2,Pou5f1,Sall4,Sox2
sridharan_FBS	pearson	normalized	10000	mESC_logof	11	Esrrb,Id1,Jarid2,Klf5,Nanog,Nr0b1,Otx2,Pou5f1,Sall4,Sox2,Zfp281
sridharan_FBS	pearson	normalized	50000	mESC_logof	9	Esrrb,Jarid2,Nanog,Nr0b1,Pou5f1,Sall4,Sox9,Zfp281,Zfp42
sridharan_FBS	pearson	normalized	5000	mESC_nishiyama	8	Dmrt1,Esrrb,Fosl2,Gbx2,Nanog,Pou5f1,Sall4,Sox2
sridharan_FBS	pearson	normalized	10000	mESC_nishiyama	11	Dmrt1,Esrrb,Fosl2,Gbx2,Id1,Jun,Nanog,Otx2,Pou5f1,Sall4,Sox2
sridharan_FBS	pearson	normalized	50000	mESC_nishiyama	10	Dmrt1,Esrrb,Fosl2,Foxc1,Gbx2,Jun,Otx2,Pou5f1,Sall4,Zic1
sridharan_FBS	pearson	normalized	5000	mESC_KDUnion	9	Dmrt1,Esrrb,Fosl2,Gbx2,Jarid2,Nanog,Pou5f1,Sall4,Sox2
sridharan_FBS	pearson	normalized	10000	mESC_KDUnion	11	Dmrt1,Esrrb,Fosl2,Gbx2,Id1,Jarid2,Jun,Nanog,Pou5f1,Sall4,Sox2
sridharan_FBS	pearson	normalized	50000	mESC_KDUnion	15	Dmrt1,Esrrb,Fosl2,Foxc1,Gbx2,Jarid2,Jun,Nanog,Nr0b1,Otx2,Pou5f1,Sall4,Sox2,Zfp281,Zic1
sridharan_FBS	pearson	normalized	5000	mESC_chipunion_KDUnion_intersect	6	Esrrb,Nanog,Nr0b1,Pou5f1,Sall4,Sox2
sridharan_FBS	pearson	normalized	10000	mESC_chipunion_KDUnion_intersect	6	Esrrb,Nanog,Nr0b1,Pou5f1,Sall4,Sox2
sridharan_FBS	pearson	normalized	50000	mESC_chipunion_KDUnion_intersect	4	Esrrb,Klf4,Nanog,Pou5f1
sridharan_FBS	pearson	normalized	5000	mESC_ATAC_Day4Day6Union	2	Fosl2,Pou5f1
sridharan_FBS	pearson	normalized	10000	mESC_ATAC_Day4Day6Union	2	Fosl2,Pou5f1
sridharan_FBS	pearson	normalized	50000	mESC_ATAC_Day4Day6Union	8	Fosl2,Gata3,Jun,Nr5a2,Otx2,Sox15,Sox2,Stat3
sridharan_FBS	pearson	normalized	5000	mESC_lit	0	NA
sridharan_FBS	pearson	normalized	10000	mESC_lit	0	NA
sridharan_FBS	pearson	normalized	50000	mESC_lit	0	NA
shalek_GSE48968	pearson	normalized	5000	mDC_chipunion	16	Atf3,Cebpb,Egr1,Egr2,Irf1,Irf2,Irf4,Junb,Maff,Nfkb1,Rel,Relb,Runx1,Stat1,Stat2,Stat3
shalek_GSE48968	pearson	normalized	10000	mDC_chipunion	15	Atf3,Atf4,Egr1,Egr2,Ets2,Irf2,Irf4,Junb,Maff,Nfkb1,Rel,Relb,Runx1,Stat1,Stat3
shalek_GSE48968	pearson	normalized	50000	mDC_chipunion	11	Atf4,Egr1,Egr2,Irf4,Junb,Maff,Nfkb1,Rel,Relb,Runx1,Stat3
shalek_GSE48968	pearson	normalized	5000	mDC_KDUnion	16	Atf3,Cebpb,Egr1,Egr2,Ets2,Irf1,Irf4,Jak2,Maff,Nfkb1,Rel,Rela,Relb,Stat1,Stat2,Stat3
shalek_GSE48968	pearson	normalized	10000	mDC_KDUnion	19	Atf3,Cebpb,Egr1,Egr2,Ets2,Hif1a,Irf1,Irf4,Jak2,Junb,Maff,Nfkb1,Rel,Rela,Relb,Runx1,Stat1,Stat2,Stat3
shalek_GSE48968	pearson	normalized	50000	mDC_KDUnion	24	Ahr,Atf3,Cebpb,E2f4,Egr1,Egr2,Ets2,Hif1a,Irf1,Irf2,Irf4,Jak2,Junb,Maff,Nek6,Nfkb1,Rel,Rela,Relb,Runx1,Ruvbl2,Stat1,Stat2,Stat3
shalek_GSE48968	pearson	normalized	5000	mDC_chipunion_KDUnion_intersect	18	Atf3,Cebpb,Egr1,Egr2,Ets2,Irf1,Irf2,Irf4,Junb,Maff,Nfkb1,Rel,Rela,Relb,Runx1,Stat1,Stat2,Stat3
shalek_GSE48968	pearson	normalized	10000	mDC_chipunion_KDUnion_intersect	18	Atf3,Cebpb,Egr1,Egr2,Ets2,Irf1,Irf2,Irf4,Junb,Maff,Nfkb1,Rel,Rela,Relb,Runx1,Stat1,Stat2,Stat3
shalek_GSE48968	pearson	normalized	50000	mDC_chipunion_KDUnion_intersect	16	Ahr,Atf3,Cebpb,Egr1,Egr2,Irf1,Irf2,Irf4,Junb,Maff,Nfkb1,Rel,Relb,Runx1,Stat1,Stat3
zhao_GSE114952	pearson	normalized	5000	mESC_escapechip	11	Cdx2,Esrrb,Jarid2,Klf2,Nanog,Nr0b1,Pou5f1,Prdm14,Sall4,Sox2,Zfp42
zhao_GSE114952	pearson	normalized	10000	mESC_escapechip	14	Cdx2,Esrrb,Jarid2,Klf2,Mycn,Nanog,Nr0b1,Pou5f1,Prdm14,Sall4,Sox2,Tcf3,Trim28,Zfp42
zhao_GSE114952	pearson	normalized	50000	mESC_escapechip	19	Cdx2,Chd1,E2f4,Esrrb,Jarid2,Klf2,Klf4,Mycn,Nanog,Nr0b1,Pou5f1,Prdm14,Sall4,Smad1,Sox2,Tcf3,Trim28,Zfx,Zic3
zhao_GSE114952	pearson	normalized	5000	mESC_encodechip	0	NA
zhao_GSE114952	pearson	normalized	10000	mESC_encodechip	0	NA
zhao_GSE114952	pearson	normalized	50000	mESC_encodechip	0	NA
zhao_GSE114952	pearson	normalized	5000	mESC_chipunion	11	Cdx2,Esrrb,Jarid2,Klf2,Nanog,Nr0b1,Pou5f1,Prdm14,Sall4,Sox2,Zfp42
zhao_GSE114952	pearson	normalized	10000	mESC_chipunion	14	Cdx2,Esrrb,Jarid2,Klf2,Mycn,Nanog,Nr0b1,Pou5f1,Prdm14,Sall4,Sox2,Tcf3,Trim28,Zfp42
zhao_GSE114952	pearson	normalized	50000	mESC_chipunion	19	Cdx2,Chd1,E2f4,Esrrb,Jarid2,Klf2,Klf4,Mycn,Nanog,Nr0b1,Pou5f1,Prdm14,Sall4,Smad1,Sox2,Tcf3,Trim28,Zfx,Zic3
zhao_GSE114952	pearson	normalized	5000	mESC_logof	11	Esrrb,Gata3,Klf4,Klf5,Nanog,Otx2,Pou5f1,Sall4,Sox17,Sox2,Suz12
zhao_GSE114952	pearson	normalized	10000	mESC_logof	13	Esrrb,Gata3,Jarid2,Klf4,Klf5,Nanog,Otx2,Pou5f1,Sall4,Sox2,Suz12,Tbx3,Zfp42
zhao_GSE114952	pearson	normalized	50000	mESC_logof	19	Ascl1,Eomes,Esrrb,Gata3,Jarid2,Klf4,Klf5,Myc,Myod1,Nanog,Nr0b1,Nrip1,Pou5f1,Sall4,Sox2,Suz12,Tbx3,Tcf3,Zfp42
zhao_GSE114952	pearson	normalized	5000	mESC_nishiyama	15	Aes,Dmrt1,Esrrb,Etv1,Jun,Klf4,Nanog,Nr0b1,Nr2f1,Nr2f2,Otx2,Pou5f1,Sall4,Sox11,Sox2
zhao_GSE114952	pearson	normalized	10000	mESC_nishiyama	18	Aes,Cdx2,Dmrt1,Esrrb,Etv5,Gata2,Gata3,Gbx2,Jun,Klf4,Nr0b1,Nr2f1,Nr2f2,Otx2,Pou5f1,Sall4,Sox11,Sox2
zhao_GSE114952	pearson	normalized	50000	mESC_nishiyama	25	Arnt2,Atf3,Cdx2,Dmrt1,Elf5,Esrrb,Etv5,Fosl2,Gata2,Gata3,Hoxa9,Jun,Klf4,Myc,Myod1,Nr0b1,Nr2f1,Nr2f2,Otx2,Pou5f1,Sall4,Sox11,Tcf3,Zfp57,Zic1
zhao_GSE114952	pearson	normalized	5000	mESC_KDUnion	16	Dmrt1,Esrrb,Etv1,Jun,Klf4,Klf5,Nanog,Nr0b1,Nr2f1,Nr2f2,Otx2,Pou5f1,Sall4,Sox11,Sox17,Sox2
zhao_GSE114952	pearson	normalized	10000	mESC_KDUnion	19	Cdx2,Dmrt1,Esrrb,Etv5,Gata3,Gbx2,Jun,Klf4,Klf5,Nanog,Nr0b1,Nr2f1,Nr2f2,Otx2,Pou5f1,Sall4,Sox11,Sox17,Sox2
zhao_GSE114952	pearson	normalized	50000	mESC_KDUnion	33	Arnt2,Atf3,Cdx2,Dlx3,Dmrt1,Elf5,Esrrb,Etv5,Fosl2,Gata2,Gata3,Gbx2,Hoxa9,Jarid2,Jun,Klf4,Klf5,Myod1,Nanog,Nr0b1,Nr2f1,Nr2f2,Pou5f1,Sall4,Sox11,Sox17,Sox2,Suz12,Tbx3,Tcf3,Zfp42,Zfp57,Zic1
zhao_GSE114952	pearson	normalized	5000	mESC_chipunion_KDUnion_intersect	7	Esrrb,Jarid2,Nanog,Nr0b1,Pou5f1,Sall4,Sox2
zhao_GSE114952	pearson	normalized	10000	mESC_chipunion_KDUnion_intersect	8	Esrrb,Jarid2,Nanog,Nr0b1,Pou5f1,Sall4,Sox2,Stat3
zhao_GSE114952	pearson	normalized	50000	mESC_chipunion_KDUnion_intersect	8	Esrrb,Jarid2,Nanog,Pou5f1,Prdm14,Sall4,Suz12,Tcf3
zhao_GSE114952	pearson	normalized	5000	mESC_ATAC_Day4Day6Union	2	Pou5f1,Sox17
zhao_GSE114952	pearson	normalized	10000	mESC_ATAC_Day4Day6Union	6	Meis2,Nr5a2,Otx2,Pou5f1,Sox17,Sox2
zhao_GSE114952	pearson	normalized	50000	mESC_ATAC_Day4Day6Union	11	Fosl2,Foxj2,Gata3,Jun,Klf5,Meis2,Nr5a2,Otx2,Pou5f1,Sox17,Sox2
zhao_GSE114952	pearson	normalized	5000	mESC_lit	0	NA
zhao_GSE114952	pearson	normalized	10000	mESC_lit	0	NA
zhao_GSE114952	pearson	normalized	50000	mESC_lit	0	NA
jackson_GSE125162	pearson	normalized	5000	hu	2	YGL166W,YIL036W
jackson_GSE125162	pearson	normalized	10000	hu	4	YDL048C,YGL073W,YIL036W,YJL110C
jackson_GSE125162	pearson	normalized	50000	hu	16	YBR049C,YDL048C,YDR477W,YER111C,YGL073W,YGL166W,YGR063C,YIL036W,YIR033W,YKR099W,YMR021C,YMR042W,YMR043W,YNL199C,YOL004W,YOR290C
jackson_GSE125162	pearson	normalized	5000	mac2	7	YDR253C,YEL009C,YJL089W,YKL109W,YKL185W,YLR256W,YMR070W
jackson_GSE125162	pearson	normalized	10000	mac2	5	YDR253C,YEL009C,YER040W,YKL109W,YNL199C
jackson_GSE125162	pearson	normalized	50000	mac2	17	YBL021C,YDR146C,YDR253C,YEL009C,YER040W,YGL162W,YIL131C,YKL109W,YLR131C,YLR403W,YLR451W,YMR037C,YNL068C,YNL199C,YNL216W,YOR028C,YPR065W
jackson_GSE125162	pearson	normalized	5000	yeastract_c3	7	YDR253C,YFL021W,YJL110C,YKL062W,YKL109W,YKR034W,YMR280C
