dataset	algorithm	proc	n_edges	GS_src	precision	recall	fscore
sridharan_FBS	SILGGM	normalized	500	mESC_chipunion_KDUnion_intersect	0.1700	0.0123	0.0229
sridharan_FBS	SILGGM	normalized	1000	mESC_chipunion_KDUnion_intersect	0.1700	0.0246	0.0429
sridharan_FBS	SILGGM	normalized	3000	mESC_chipunion_KDUnion_intersect	0.1267	0.0549	0.0766
sridharan_FBS	SILGGM	normalized	5000	mESC_chipunion_KDUnion_intersect	0.1122	0.0811	0.0941
sridharan_FBS	SILGGM	normalized	10000	mESC_chipunion_KDUnion_intersect	0.0947	0.1369	0.1120
sridharan_FBS	SILGGM	normalized	30000	mESC_chipunion_KDUnion_intersect	0.0729	0.3160	0.1184
sridharan_FBS	SILGGM	normalized	50000	mESC_chipunion_KDUnion_intersect	0.0670	0.4842	0.1177
sridharan_FBS	SILGGM	normalized	100	mESC_ATAC_Day4Day6Union	0.1400	0.0003	0.0007
sridharan_FBS	SILGGM	normalized	300	mESC_ATAC_Day4Day6Union	0.1200	0.0008	0.0017
sridharan_FBS	SILGGM	normalized	500	mESC_ATAC_Day4Day6Union	0.1400	0.0016	0.0032
sridharan_FBS	SILGGM	normalized	1000	mESC_ATAC_Day4Day6Union	0.1280	0.0030	0.0059
sridharan_FBS	SILGGM	normalized	3000	mESC_ATAC_Day4Day6Union	0.1043	0.0073	0.0137
sridharan_FBS	SILGGM	normalized	5000	mESC_ATAC_Day4Day6Union	0.0972	0.0114	0.0204
sridharan_FBS	SILGGM	normalized	10000	mESC_ATAC_Day4Day6Union	0.0936	0.0219	0.0356
sridharan_FBS	SILGGM	normalized	30000	mESC_ATAC_Day4Day6Union	0.0920	0.0647	0.0760
sridharan_FBS	SILGGM	normalized	50000	mESC_ATAC_Day4Day6Union	0.0952	0.1116	0.1028
sridharan_FBS	SILGGM	normalized	100	mESC_lit	0.1900	0.0964	0.1279
sridharan_FBS	SILGGM	normalized	300	mESC_lit	0.2000	0.3046	0.2414
sridharan_FBS	SILGGM	normalized	500	mESC_lit	0.1620	0.4112	0.2324
sridharan_FBS	SILGGM	normalized	1000	mESC_lit	0.1320	0.6701	0.2206
sridharan_FBS	SILGGM	normalized	3000	mESC_lit	0.1045	1.0000	0.1892
sridharan_FBS	SILGGM	normalized	5000	mESC_lit	0.1045	1.0000	0.1892
sridharan_FBS	SILGGM	normalized	10000	mESC_lit	0.1045	1.0000	0.1892
sridharan_FBS	SILGGM	normalized	30000	mESC_lit	0.1045	1.0000	0.1892
sridharan_FBS	SILGGM	normalized	50000	mESC_lit	0.1045	1.0000	0.1892
shalek_GSE48968	SILGGM	normalized	100	mDC_chipunion	0.3300	0.0003	0.0007
shalek_GSE48968	SILGGM	normalized	300	mDC_chipunion	0.3967	0.0012	0.0025
shalek_GSE48968	SILGGM	normalized	500	mDC_chipunion	0.4240	0.0022	0.0044
shalek_GSE48968	SILGGM	normalized	1000	mDC_chipunion	0.4340	0.0045	0.0089
shalek_GSE48968	SILGGM	normalized	3000	mDC_chipunion	0.3767	0.0117	0.0227
shalek_GSE48968	SILGGM	normalized	5000	mDC_chipunion	0.3694	0.0192	0.0364
shalek_GSE48968	SILGGM	normalized	10000	mDC_chipunion	0.3831	0.0397	0.0720
shalek_GSE48968	SILGGM	normalized	30000	mDC_chipunion	0.4229	0.1316	0.2008
shalek_GSE48968	SILGGM	normalized	50000	mDC_chipunion	0.4312	0.2237	0.2946
shalek_GSE48968	SILGGM	normalized	100	mDC_KDUnion	0.1900	0.0001	0.0003
shalek_GSE48968	SILGGM	normalized	300	mDC_KDUnion	0.1933	0.0004	0.0008
shalek_GSE48968	SILGGM	normalized	500	mDC_KDUnion	0.1920	0.0007	0.0013
shalek_GSE48968	SILGGM	normalized	1000	mDC_KDUnion	0.1930	0.0014	0.0027
shalek_GSE48968	SILGGM	normalized	3000	mDC_KDUnion	0.1913	0.0040	0.0079
shalek_GSE48968	SILGGM	normalized	5000	mDC_KDUnion	0.2074	0.0073	0.0141
shalek_GSE48968	SILGGM	normalized	10000	mDC_KDUnion	0.2456	0.0173	0.0322
shalek_GSE48968	SILGGM	normalized	30000	mDC_KDUnion	0.2688	0.0567	0.0936
shalek_GSE48968	SILGGM	normalized	50000	mDC_KDUnion	0.2795	0.0982	0.1453
shalek_GSE48968	SILGGM	normalized	100	mDC_chipunion_KDUnion_intersect	0.2900	0.0004	0.0009
shalek_GSE48968	SILGGM	normalized	300	mDC_chipunion_KDUnion_intersect	0.3167	0.0014	0.0028
shalek_GSE48968	SILGGM	normalized	500	mDC_chipunion_KDUnion_intersect	0.3040	0.0022	0.0045
shalek_GSE48968	SILGGM	normalized	1000	mDC_chipunion_KDUnion_intersect	0.3140	0.0046	0.0091
shalek_GSE48968	SILGGM	normalized	3000	mDC_chipunion_KDUnion_intersect	0.3083	0.0137	0.0262
shalek_GSE48968	SILGGM	normalized	5000	mDC_chipunion_KDUnion_intersect	0.3118	0.0230	0.0429
shalek_GSE48968	SILGGM	normalized	10000	mDC_chipunion_KDUnion_intersect	0.3246	0.0479	0.0835
shalek_GSE48968	SILGGM	normalized	30000	mDC_chipunion_KDUnion_intersect	0.3374	0.1495	0.2072
shalek_GSE48968	SILGGM	normalized	50000	mDC_chipunion_KDUnion_intersect	0.3350	0.2474	0.2846
zhao_GSE114952	SILGGM	normalized	100	mESC_escapechip	0.0100	0.0000	0.0000
zhao_GSE114952	SILGGM	normalized	300	mESC_escapechip	0.0133	0.0001	0.0002
zhao_GSE114952	SILGGM	normalized	500	mESC_escapechip	0.0180	0.0002	0.0004
zhao_GSE114952	SILGGM	normalized	1000	mESC_escapechip	0.0300	0.0006	0.0012
zhao_GSE114952	SILGGM	normalized	3000	mESC_escapechip	0.0610	0.0038	0.0071
zhao_GSE114952	SILGGM	normalized	5000	mESC_escapechip	0.0706	0.0073	0.0132
zhao_GSE114952	SILGGM	normalized	10000	mESC_escapechip	0.0885	0.0182	0.0302
zhao_GSE114952	SILGGM	normalized	30000	mESC_escapechip	0.1085	0.0670	0.0828
zhao_GSE114952	SILGGM	normalized	50000	mESC_escapechip	0.1185	0.1218	0.1201
zhao_GSE114952	SILGGM	normalized	100	mESC_encodechip	0.3500	0.0113	0.0218
zhao_GSE114952	SILGGM	normalized	300	mESC_encodechip	0.3067	0.0296	0.0540
zhao_GSE114952	SILGGM	normalized	500	mESC_encodechip	0.2920	0.0470	0.0810
zhao_GSE114952	SILGGM	normalized	1000	mESC_encodechip	0.2610	0.0841	0.1272
zhao_GSE114952	SILGGM	normalized	3000	mESC_encodechip	0.2283	0.2206	0.2244
zhao_GSE114952	SILGGM	normalized	5000	mESC_encodechip	0.2282	0.3675	0.2816
zhao_GSE114952	SILGGM	normalized	10000	mESC_encodechip	0.2202	0.7092	0.3361
zhao_GSE114952	SILGGM	normalized	30000	mESC_encodechip	0.1935	0.9994	0.3242
zhao_GSE114952	SILGGM	normalized	50000	mESC_encodechip	0.1935	0.9994	0.3242
zhao_GSE114952	SILGGM	normalized	100	mESC_chipunion	0.0100	0.0000	0.0000
zhao_GSE114952	SILGGM	normalized	300	mESC_chipunion	0.0133	0.0001	0.0002
zhao_GSE114952	SILGGM	normalized	500	mESC_chipunion	0.0180	0.0002	0.0004
zhao_GSE114952	SILGGM	normalized	1000	mESC_chipunion	0.0330	0.0007	0.0013
zhao_GSE114952	SILGGM	normalized	3000	mESC_chipunion	0.0637	0.0039	0.0073
zhao_GSE114952	SILGGM	normalized	5000	mESC_chipunion	0.0746	0.0075	0.0137
zhao_GSE114952	SILGGM	normalized	10000	mESC_chipunion	0.0913	0.0185	0.0307
zhao_GSE114952	SILGGM	normalized	30000	mESC_chipunion	0.1109	0.0672	0.0837
zhao_GSE114952	SILGGM	normalized	50000	mESC_chipunion	0.1208	0.1221	0.1214
zhao_GSE114952	SILGGM	normalized	100	mESC_logof	0.2800	0.0005	0.0010
zhao_GSE114952	SILGGM	normalized	300	mESC_logof	0.2800	0.0015	0.0030
zhao_GSE114952	SILGGM	normalized	500	mESC_logof	0.2800	0.0025	0.0049
zhao_GSE114952	SILGGM	normalized	1000	mESC_logof	0.2740	0.0049	0.0096
zhao_GSE114952	SILGGM	normalized	3000	mESC_logof	0.2423	0.0129	0.0245
zhao_GSE114952	SILGGM	normalized	5000	mESC_logof	0.2280	0.0203	0.0372
zhao_GSE114952	SILGGM	normalized	10000	mESC_logof	0.2157	0.0383	0.0651
zhao_GSE114952	SILGGM	normalized	30000	mESC_logof	0.1988	0.1059	0.1382
zhao_GSE114952	SILGGM	normalized	50000	mESC_logof	0.1887	0.1676	0.1775
zhao_GSE114952	SILGGM	normalized	100	mESC_nishiyama	0.1600	0.0002	0.0004
zhao_GSE114952	SILGGM	normalized	300	mESC_nishiyama	0.1767	0.0006	0.0013
zhao_GSE114952	SILGGM	normalized	500	mESC_nishiyama	0.1660	0.0010	0.0020
zhao_GSE114952	SILGGM	normalized	1000	mESC_nishiyama	0.1650	0.0020	0.0039
zhao_GSE114952	SILGGM	normalized	3000	mESC_nishiyama	0.1640	0.0059	0.0113
zhao_GSE114952	SILGGM	normalized	5000	mESC_nishiyama	0.1648	0.0098	0.0185
zhao_GSE114952	SILGGM	normalized	10000	mESC_nishiyama	0.1605	0.0191	0.0342
zhao_GSE114952	SILGGM	normalized	30000	mESC_nishiyama	0.1467	0.0524	0.0773
zhao_GSE114952	SILGGM	normalized	50000	mESC_nishiyama	0.1386	0.0825	0.1035
zhao_GSE114952	SILGGM	normalized	100	mESC_KDUnion	0.2100	0.0002	0.0004
zhao_GSE114952	SILGGM	normalized	300	mESC_KDUnion	0.2100	0.0006	0.0012
zhao_GSE114952	SILGGM	normalized	500	mESC_KDUnion	0.1940	0.0009	0.0019
zhao_GSE114952	SILGGM	normalized	1000	mESC_KDUnion	0.1850	0.0018	0.0035
zhao_GSE114952	SILGGM	normalized	3000	mESC_KDUnion	0.1840	0.0053	0.0103
zhao_GSE114952	SILGGM	normalized	5000	mESC_KDUnion	0.1890	0.0091	0.0173
zhao_GSE114952	SILGGM	normalized	10000	mESC_KDUnion	0.1827	0.0176	0.0320
zhao_GSE114952	SILGGM	normalized	30000	mESC_KDUnion	0.1673	0.0482	0.0749
zhao_GSE114952	SILGGM	normalized	50000	mESC_KDUnion	0.1589	0.0763	0.1031
zhao_GSE114952	SILGGM	normalized	100	mESC_chipunion_KDUnion_intersect	0.0000	0.0000	0.0000
zhao_GSE114952	SILGGM	normalized	300	mESC_chipunion_KDUnion_intersect	0.0000	0.0000	0.0000
zhao_GSE114952	SILGGM	normalized	500	mESC_chipunion_KDUnion_intersect	0.0160	0.0009	0.0017
zhao_GSE114952	SILGGM	normalized	1000	mESC_chipunion_KDUnion_intersect	0.0270	0.0030	0.0054
zhao_GSE114952	SILGGM	normalized	3000	mESC_chipunion_KDUnion_intersect	0.0413	0.0138	0.0206
zhao_GSE114952	SILGGM	normalized	5000	mESC_chipunion_KDUnion_intersect	0.0486	0.0270	0.0347
zhao_GSE114952	SILGGM	normalized	10000	mESC_chipunion_KDUnion_intersect	0.0491	0.0545	0.0516
zhao_GSE114952	SILGGM	normalized	30000	mESC_chipunion_KDUnion_intersect	0.0557	0.1855	0.0857
zhao_GSE114952	SILGGM	normalized	50000	mESC_chipunion_KDUnion_intersect	0.0587	0.3253	0.0994
zhao_GSE114952	SILGGM	normalized	100	mESC_ATAC_Day4Day6Union	0.1400	0.0002	0.0004
zhao_GSE114952	SILGGM	normalized	300	mESC_ATAC_Day4Day6Union	0.1600	0.0007	0.0015
zhao_GSE114952	SILGGM	normalized	500	mESC_ATAC_Day4Day6Union	0.1340	0.0010	0.0020
zhao_GSE114952	SILGGM	normalized	1000	mESC_ATAC_Day4Day6Union	0.1250	0.0019	0.0038
zhao_GSE114952	SILGGM	normalized	3000	mESC_ATAC_Day4Day6Union	0.1237	0.0057	0.0108
zhao_GSE114952	SILGGM	normalized	5000	mESC_ATAC_Day4Day6Union	0.1150	0.0088	0.0163
zhao_GSE114952	SILGGM	normalized	10000	mESC_ATAC_Day4Day6Union	0.1027	0.0157	0.0272
zhao_GSE114952	SILGGM	normalized	30000	mESC_ATAC_Day4Day6Union	0.0964	0.0442	0.0606
zhao_GSE114952	SILGGM	normalized	50000	mESC_ATAC_Day4Day6Union	0.0962	0.0735	0.0833
zhao_GSE114952	SILGGM	normalized	100	mESC_lit	0.1600	0.0780	0.1049
zhao_GSE114952	SILGGM	normalized	300	mESC_lit	0.1167	0.1707	0.1386
zhao_GSE114952	SILGGM	normalized	500	mESC_lit	0.1240	0.3024	0.1759
zhao_GSE114952	SILGGM	normalized	1000	mESC_lit	0.1050	0.5122	0.1743
zhao_GSE114952	SILGGM	normalized	3000	mESC_lit	0.0996	1.0000	0.1811
zhao_GSE114952	SILGGM	normalized	5000	mESC_lit	0.0996	1.0000	0.1811
zhao_GSE114952	SILGGM	normalized	10000	mESC_lit	0.0996	1.0000	0.1811
zhao_GSE114952	SILGGM	normalized	30000	mESC_lit	0.0996	1.0000	0.1811
zhao_GSE114952	SILGGM	normalized	50000	mESC_lit	0.0996	1.0000	0.1811
jackson_GSE125162	SILGGM	normalized	100	hu	0.0100	0.0001	0.0002
jackson_GSE125162	SILGGM	normalized	300	hu	0.0100	0.0003	0.0006
jackson_GSE125162	SILGGM	normalized	500	hu	0.0100	0.0005	0.0010
jackson_GSE125162	SILGGM	normalized	1000	hu	0.0130	0.0014	0.0025
jackson_GSE125162	SILGGM	normalized	3000	hu	0.0107	0.0034	0.0051
jackson_GSE125162	SILGGM	normalized	5000	hu	0.0088	0.0047	0.0061
jackson_GSE125162	SILGGM	normalized	10000	hu	0.0107	0.0113	0.0110
jackson_GSE125162	SILGGM	normalized	30000	hu	0.0106	0.0337	0.0161
jackson_GSE125162	SILGGM	normalized	50000	hu	0.0108	0.0573	0.0182
jackson_GSE125162	SILGGM	normalized	100	mac2	0.0100	0.0003	0.0005
jackson_GSE125162	SILGGM	normalized	300	mac2	0.0100	0.0008	0.0015
jackson_GSE125162	SILGGM	normalized	500	mac2	0.0140	0.0019	0.0034
jackson_GSE125162	SILGGM	normalized	1000	mac2	0.0120	0.0033	0.0052
jackson_GSE125162	SILGGM	normalized	3000	mac2	0.0173	0.0142	0.0156
jackson_GSE125162	SILGGM	normalized	5000	mac2	0.0188	0.0257	0.0217
jackson_GSE125162	SILGGM	normalized	10000	mac2	0.0187	0.0511	0.0274
jackson_GSE125162	SILGGM	normalized	30000	mac2	0.0176	0.1440	0.0313
jackson_GSE125162	SILGGM	normalized	50000	mac2	0.0168	0.2290	0.0312
jackson_GSE125162	SILGGM	normalized	100	yeastract_c3	0.0000	0.0000	0.0000
jackson_GSE125162	SILGGM	normalized	300	yeastract_c3	0.0067	0.0005	0.0010
jackson_GSE125162	SILGGM	normalized	500	yeastract_c3	0.0040	0.0005	0.0010
jackson_GSE125162	SILGGM	normalized	1000	yeastract_c3	0.0080	0.0022	0.0034
jackson_GSE125162	SILGGM	normalized	3000	yeastract_c3	0.0133	0.0109	0.0120
jackson_GSE125162	SILGGM	normalized	5000	yeastract_c3	0.0140	0.0191	0.0161
jackson_GSE125162	SILGGM	normalized	10000	yeastract_c3	0.0144	0.0392	0.0211
jackson_GSE125162	SILGGM	normalized	30000	yeastract_c3	0.0133	0.1083	0.0236
jackson_GSE125162	SILGGM	normalized	50000	yeastract_c3	0.0132	0.1802	0.0247
jackson_GSE125162	SILGGM	normalized	100	yeastract_t2	0.0100	0.0002	0.0005
jackson_GSE125162	SILGGM	normalized	300	yeastract_t2	0.0067	0.0005	0.0009
jackson_GSE125162	SILGGM	normalized	500	yeastract_t2	0.0060	0.0007	0.0013
jackson_GSE125162	SILGGM	normalized	1000	yeastract_t2	0.0150	0.0037	0.0059
jackson_GSE125162	SILGGM	normalized	3000	yeastract_t2	0.0170	0.0126	0.0145
jackson_GSE125162	SILGGM	normalized	5000	yeastract_t2	0.0162	0.0200	0.0179
jackson_GSE125162	SILGGM	normalized	10000	yeastract_t2	0.0178	0.0440	0.0253
jackson_GSE125162	SILGGM	normalized	30000	yeastract_t2	0.0169	0.1252	0.0298
jackson_GSE125162	SILGGM	normalized	50000	yeastract_t2	0.0162	0.1996	0.0299
jackson_GSE125162	SILGGM	normalized	100	yeast_chipunion	0.0100	0.0000	0.0001
jackson_GSE125162	SILGGM	normalized	300	yeast_chipunion	0.0133	0.0002	0.0003
jackson_GSE125162	SILGGM	normalized	500	yeast_chipunion	0.0160	0.0003	0.0006
jackson_GSE125162	SILGGM	normalized	1000	yeast_chipunion	0.0190	0.0008	0.0015
jackson_GSE125162	SILGGM	normalized	3000	yeast_chipunion	0.0243	0.0030	0.0053
jackson_GSE125162	SILGGM	normalized	5000	yeast_chipunion	0.0278	0.0057	0.0095
jackson_GSE125162	SILGGM	normalized	10000	yeast_chipunion	0.0277	0.0114	0.0161
jackson_GSE125162	SILGGM	normalized	30000	yeast_chipunion	0.0293	0.0361	0.0323
jackson_GSE125162	SILGGM	normalized	50000	yeast_chipunion	0.0293	0.0601	0.0394
jackson_GSE125162	SILGGM	normalized	100	yeast_KDUnion	0.0100	0.0000	0.0001
jackson_GSE125162	SILGGM	normalized	300	yeast_KDUnion	0.0100	0.0001	0.0002
jackson_GSE125162	SILGGM	normalized	500	yeast_KDUnion	0.0080	0.0001	0.0003
jackson_GSE125162	SILGGM	normalized	1000	yeast_KDUnion	0.0160	0.0006	0.0011
jackson_GSE125162	SILGGM	normalized	3000	yeast_KDUnion	0.0210	0.0023	0.0042
jackson_GSE125162	SILGGM	normalized	5000	yeast_KDUnion	0.0190	0.0035	0.0059
jackson_GSE125162	SILGGM	normalized	10000	yeast_KDUnion	0.0179	0.0066	0.0096
jackson_GSE125162	SILGGM	normalized	30000	yeast_KDUnion	0.0168	0.0184	0.0176
jackson_GSE125162	SILGGM	normalized	50000	yeast_KDUnion	0.0161	0.0295	0.0208
jackson_GSE125162	SILGGM	normalized	100	yeast_chipunion_KDUnion_intersect	0.0100	0.0004	0.0007
jackson_GSE125162	SILGGM	normalized	300	yeast_chipunion_KDUnion_intersect	0.0100	0.0011	0.0020
jackson_GSE125162	SILGGM	normalized	500	yeast_chipunion_KDUnion_intersect	0.0120	0.0023	0.0038
jackson_GSE125162	SILGGM	normalized	1000	yeast_chipunion_KDUnion_intersect	0.0120	0.0045	0.0066
jackson_GSE125162	SILGGM	normalized	3000	yeast_chipunion_KDUnion_intersect	0.0157	0.0177	0.0166
jackson_GSE125162	SILGGM	normalized	5000	yeast_chipunion_KDUnion_intersect	0.0150	0.0282	0.0196
jackson_GSE125162	SILGGM	normalized	10000	yeast_chipunion_KDUnion_intersect	0.0148	0.0557	0.0234
jackson_GSE125162	SILGGM	normalized	30000	yeast_chipunion_KDUnion_intersect	0.0140	0.1582	0.0257
jackson_GSE125162	SILGGM	normalized	50000	yeast_chipunion_KDUnion_intersect	0.0135	0.2539	0.0256
gasch_GSE102475	random	normalized	100	hu	0.0000	0.0000	0.0000
gasch_GSE102475	random	normalized	300	hu	0.0133	0.0006	0.0012
gasch_GSE102475	random	normalized	500	hu	0.0220	0.0017	0.0032
gasch_GSE102475	random	normalized	1000	hu	0.0230	0.0036	0.0062
gasch_GSE102475	random	normalized	3000	hu	0.0213	0.0101	0.0137
gasch_GSE102475	random	normalized	5000	hu	0.0220	0.0173	0.0194
gasch_GSE102475	random	normalized	10000	hu	0.0227	0.0356	0.0277
gasch_GSE102475	random	normalized	30000	hu	0.0231	0.1088	0.0381
gasch_GSE102475	random	normalized	50000	hu	0.0236	0.1853	0.0419
gasch_GSE102475	random	normalized	100	mac2	0.0200	0.0009	0.0017
gasch_GSE102475	random	normalized	300	mac2	0.0133	0.0018	0.0032
gasch_GSE102475	random	normalized	500	mac2	0.0180	0.0041	0.0067
gasch_GSE102475	random	normalized	1000	mac2	0.0190	0.0087	0.0119
gasch_GSE102475	random	normalized	3000	mac2	0.0243	0.0334	0.0282
gasch_GSE102475	random	normalized	5000	mac2	0.0252	0.0576	0.0351
gasch_GSE102475	random	normalized	10000	mac2	0.0258	0.1180	0.0423
gasch_GSE102475	random	normalized	30000	mac2	0.0238	0.3262	0.0443
gasch_GSE102475	random	normalized	50000	mac2	0.0219	0.5000	0.0419
gasch_GSE102475	random	normalized	100	yeastract_c3	0.0100	0.0004	0.0008
gasch_GSE102475	random	normalized	300	yeastract_c3	0.0133	0.0017	0.0030
gasch_GSE102475	random	normalized	500	yeastract_c3	0.0140	0.0030	0.0049
gasch_GSE102475	random	normalized	1000	yeastract_c3	0.0150	0.0064	0.0090
gasch_GSE102475	random	normalized	3000	yeastract_c3	0.0190	0.0244	0.0214
gasch_GSE102475	random	normalized	5000	yeastract_c3	0.0186	0.0399	0.0254
gasch_GSE102475	random	normalized	10000	yeastract_c3	0.0217	0.0931	0.0352
gasch_GSE102475	random	normalized	30000	yeastract_c3	0.0214	0.2753	0.0397
gasch_GSE102475	random	normalized	50000	yeastract_c3	0.0215	0.4614	0.0411
gasch_GSE102475	random	normalized	100	yeastract_t2	0.0100	0.0004	0.0007
gasch_GSE102475	random	normalized	300	yeastract_t2	0.0167	0.0019	0.0035
gasch_GSE102475	random	normalized	500	yeastract_t2	0.0180	0.0035	0.0059
gasch_GSE102475	random	normalized	1000	yeastract_t2	0.0180	0.0070	0.0101
gasch_GSE102475	random	normalized	3000	yeastract_t2	0.0197	0.0230	0.0212
gasch_GSE102475	random	normalized	5000	yeastract_t2	0.0200	0.0390	0.0264
gasch_GSE102475	random	normalized	10000	yeastract_t2	0.0246	0.0958	0.0392
gasch_GSE102475	random	normalized	30000	yeastract_t2	0.0237	0.2766	0.0436
gasch_GSE102475	random	normalized	50000	yeastract_t2	0.0234	0.4558	0.0445
gasch_GSE102475	random	normalized	100	yeast_chipunion	0.0300	0.0002	0.0005
gasch_GSE102475	random	normalized	300	yeast_chipunion	0.0233	0.0006	0.0011
gasch_GSE102475	random	normalized	500	yeast_chipunion	0.0280	0.0011	0.0022
gasch_GSE102475	random	normalized	1000	yeast_chipunion	0.0330	0.0027	0.0050
gasch_GSE102475	random	normalized	3000	yeast_chipunion	0.0393	0.0096	0.0154
gasch_GSE102475	random	normalized	5000	yeast_chipunion	0.0380	0.0154	0.0219
gasch_GSE102475	random	normalized	10000	yeast_chipunion	0.0375	0.0304	0.0336
gasch_GSE102475	random	normalized	30000	yeast_chipunion	0.0398	0.0969	0.0564
gasch_GSE102475	random	normalized	50000	yeast_chipunion	0.0386	0.1567	0.0620
gasch_GSE102475	random	normalized	100	yeast_KDUnion	0.0200	0.0001	0.0002
gasch_GSE102475	random	normalized	300	yeast_KDUnion	0.0167	0.0003	0.0006
gasch_GSE102475	random	normalized	500	yeast_KDUnion	0.0300	0.0009	0.0018
gasch_GSE102475	random	normalized	1000	yeast_KDUnion	0.0340	0.0021	0.0039
gasch_GSE102475	random	normalized	3000	yeast_KDUnion	0.0297	0.0054	0.0092
gasch_GSE102475	random	normalized	5000	yeast_KDUnion	0.0282	0.0086	0.0132
gasch_GSE102475	random	normalized	10000	yeast_KDUnion	0.0296	0.0180	0.0224
gasch_GSE102475	random	normalized	30000	yeast_KDUnion	0.0300	0.0548	0.0388
gasch_GSE102475	random	normalized	50000	yeast_KDUnion	0.0307	0.0935	0.0462
gasch_GSE102475	random	normalized	100	yeast_chipunion_KDUnion_intersect	0.0200	0.0011	0.0021
gasch_GSE102475	random	normalized	300	yeast_chipunion_KDUnion_intersect	0.0167	0.0028	0.0048
gasch_GSE102475	random	normalized	500	yeast_chipunion_KDUnion_intersect	0.0120	0.0033	0.0052
gasch_GSE102475	random	normalized	1000	yeast_chipunion_KDUnion_intersect	0.0150	0.0084	0.0107
gasch_GSE102475	random	normalized	3000	yeast_chipunion_KDUnion_intersect	0.0180	0.0301	0.0225
gasch_GSE102475	random	normalized	5000	yeast_chipunion_KDUnion_intersect	0.0208	0.0579	0.0306
gasch_GSE102475	random	normalized	10000	yeast_chipunion_KDUnion_intersect	0.0234	0.1304	0.0397
gasch_GSE102475	random	normalized	30000	yeast_chipunion_KDUnion_intersect	0.0221	0.3688	0.0416
gasch_GSE102475	random	normalized	50000	yeast_chipunion_KDUnion_intersect	0.0222	0.6184	0.0429
han_GSE107552	random	normalized	100	hESC_encodechip	0.3700	0.0003	0.0006
han_GSE107552	random	normalized	300	hESC_encodechip	0.4433	0.0010	0.0021
han_GSE107552	random	normalized	500	hESC_encodechip	0.4380	0.0017	0.0034
han_GSE107552	random	normalized	1000	hESC_encodechip	0.4190	0.0033	0.0065
han_GSE107552	random	normalized	3000	hESC_encodechip	0.4233	0.0099	0.0194
han_GSE107552	random	normalized	5000	hESC_encodechip	0.4240	0.0166	0.0320
han_GSE107552	random	normalized	10000	hESC_encodechip	0.4191	0.0328	0.0609
han_GSE107552	random	normalized	30000	hESC_encodechip	0.4219	0.0991	0.1605
han_GSE107552	random	normalized	50000	hESC_encodechip	0.4204	0.1646	0.2366
han_GSE107552	random	normalized	100	hESC_escapechip	0.1700	0.0004	0.0008
han_GSE107552	random	normalized	300	hESC_escapechip	0.1467	0.0011	0.0021
han_GSE107552	random	normalized	500	hESC_escapechip	0.1480	0.0018	0.0036
han_GSE107552	random	normalized	1000	hESC_escapechip	0.1440	0.0035	0.0069
han_GSE107552	random	normalized	3000	hESC_escapechip	0.1487	0.0109	0.0204
han_GSE107552	random	normalized	5000	hESC_escapechip	0.1530	0.0188	0.0334
han_GSE107552	random	normalized	10000	hESC_escapechip	0.1464	0.0359	0.0577
han_GSE107552	random	normalized	30000	hESC_escapechip	0.1512	0.1112	0.1282
han_GSE107552	random	normalized	50000	hESC_escapechip	0.1528	0.1873	0.1683
han_GSE107552	random	normalized	100	hESC_chipunion	0.3400	0.0002	0.0004
han_GSE107552	random	normalized	300	hESC_chipunion	0.3300	0.0006	0.0012
han_GSE107552	random	normalized	500	hESC_chipunion	0.3380	0.0011	0.0021
han_GSE107552	random	normalized	1000	hESC_chipunion	0.3250	0.0020	0.0040
han_GSE107552	random	normalized	3000	hESC_chipunion	0.3237	0.0061	0.0119
han_GSE107552	random	normalized	5000	hESC_chipunion	0.3212	0.0100	0.0195
han_GSE107552	random	normalized	10000	hESC_chipunion	0.3228	0.0202	0.0380
han_GSE107552	random	normalized	30000	hESC_chipunion	0.3256	0.0610	0.1028
han_GSE107552	random	normalized	50000	hESC_chipunion	0.3242	0.1013	0.1544
han_GSE107552	random	normalized	100	hESC_logof	0.1400	0.0003	0.0007
han_GSE107552	random	normalized	300	hESC_logof	0.1433	0.0010	0.0021
han_GSE107552	random	normalized	500	hESC_logof	0.1300	0.0016	0.0031
han_GSE107552	random	normalized	1000	hESC_logof	0.1400	0.0034	0.0067
han_GSE107552	random	normalized	3000	hESC_logof	0.1243	0.0091	0.0170
han_GSE107552	random	normalized	5000	hESC_logof	0.1266	0.0155	0.0275
han_GSE107552	random	normalized	10000	hESC_logof	0.1222	0.0298	0.0480
han_GSE107552	random	normalized	30000	hESC_logof	0.1192	0.0873	0.1008
han_GSE107552	random	normalized	50000	hESC_logof	0.1208	0.1475	0.1328
han_GSE107552	random	normalized	100	hESC_nishiyama	0.0500	0.0001	0.0002
han_GSE107552	random	normalized	300	hESC_nishiyama	0.0600	0.0003	0.0006
han_GSE107552	random	normalized	500	hESC_nishiyama	0.0720	0.0006	0.0012
han_GSE107552	random	normalized	1000	hESC_nishiyama	0.0670	0.0011	0.0022
han_GSE107552	random	normalized	3000	hESC_nishiyama	0.0690	0.0034	0.0065
han_GSE107552	random	normalized	5000	hESC_nishiyama	0.0668	0.0055	0.0102
han_GSE107552	random	normalized	10000	hESC_nishiyama	0.0668	0.0111	0.0190
han_GSE107552	random	normalized	30000	hESC_nishiyama	0.0672	0.0335	0.0447
